c5,c5,i4,r8
F110,L878,0,0.089099
F110,L879,2,0.198047
F110,L880,0,0.343975
F110,L881,1,0.260596
F110,L882,1,0.895448
F110,L883,1,0.911233
F110,L884,0,0.852544
F110,L885,1,0.95979
F110,L886,0,0.632202
F110,L887,1,0.112098
F110,L888,1,0.711119
F110,L889,0,0.092792
F110,L890,1,0.935532
F110,L891,0,0.431861
F110,L892,2,0.648661
F110,L893,1,0.436829
F110,L894,2,0.344927
F110,L895,0,0.781694
F110,L896,0,0.690203
F110,L897,1,0.190957
F110,L898,0,0.96534
F110,L899,1,0.794418
F110,L900,0,0.126423
F110,L901,2,0.866698
F110,L902,0,0.147001
F110,L903,1,0.271
F110,L904,1,0.592642
F110,L905,0,0.485712
F110,L906,2,0.330322
F110,L907,0,0.906072
F110,L908,1,0.537296
F110,L909,0,0.139005
F110,L910,2,0.911461
F110,L911,2,0.092087
F110,L912,2,0.379336
F110,L913,2,0.04234
F110,L914,0,0.012336
F110,L915,1,0.735931
F110,L916,1,0.308387
F110,L917,2,0.415896
F110,L918,0,0.49735
F110,L919,1,0.738462
F110,L920,2,0.198329
F110,L921,0,0.007378
F110,L922,0,0.875248
F110,L923,0,0.794584
F110,L924,0,0.63373
F110,L925,0,0.910708
F110,L926,1,0.812311
F110,L927,0,0.161454
F110,L928,0,0.910488
F110,L929,0,0.660362
F110,L930,0,0.613563
F110,L931,0,0.941971
F110,L932,1,0.810351
F110,L933,0,0.917151
F110,L934,2,0.99964
F110,L935,1,0.651077
F110,L936,0,0.37867
F110,L937,2,0.526763
F110,L938,2,0.913219
F110,L939,0,0.518907
F110,L940,0,0.192727
F110,L941,2,0.309204
F110,L942,0,0.571925
F110,L943,1,0.26759
F110,L944,2,0.203103
F110,L945,2,0.716133
F110,L946,0,0.983081
F110,L947,1,0.341549
F110,L948,1,0.093382
F110,L949,0,0.924299
F110,L950,1,0.134665
F110,L951,2,0.623284
F110,L952,2,0.836657
F110,L953,0,0.076265
F110,L954,2,0.858833
F110,L955,2,0.110763
F110,L956,1,0.255189
F110,L957,2,0.153481
F110,L958,1,0.258312
F110,L959,0,0.436086
F110,L960,1,0.608413
F110,L961,0,0.399651
F110,L962,1,0.717884
F110,L963,0,0.269819
F110,L964,2,0.662565
F110,L965,1,0.692141
F110,L966,2,0.065966
F110,L967,2,0.867421
F110,L968,0,0.122429
F110,L969,1,0.782803
F110,L970,2,0.874581
F110,L971,0,0.294016
F110,L972,1,0.444085
F110,L973,1,0.753523
F110,L974,1,0.206496
F110,L975,1,0.216296
F110,L976,2,0.780811
F110,L977,0,0.321997
F110,L978,0,0.14941
F110,L979,0,0.814805
F110,L980,0,0.448162
F110,L981,2,0.114612
F110,L982,2,0.079136
F110,L983,0,0.069944
F110,L984,0,0.806185
F110,L985,0,0.630762
F110,L986,1,0.924052
F110,L987,1,0.868654
F110,L988,1,0.746268
F110,L989,1,0.150136
F110,L990,2,0.465665
F110,L991,0,0.508392
F110,L992,2,0.108379
F110,L993,1,0.184935
F110,L994,1,0.406065
F110,L995,2,0.917358
F110,L996,1,0.834785
F110,L997,0,0.515291
F110,L998,1,0.11005
F110,L999,0,0.426158
F111,L0,2,0.65362
F111,L1,2,0.240386
F111,L2,0,0.432629
F111,L3,0,0.111684
F111,L4,1,0.666929
F111,L5,2,0.361432
F111,L6,1,0.262976
F111,L7,1,0.468855
F111,L8,2,0.651766
F111,L9,1,0.026487
F111,L10,0,0.542207
F111,L11,0,0.564195
F111,L12,2,0.85029
F111,L13,1,0.911376
F111,L14,0,0.779991
F111,L15,2,0.485792
F111,L16,2,0.878063
F111,L17,2,0.095196
F111,L18,0,0.036132
F111,L19,2,0.159777
F111,L20,0,0.393372
F111,L21,0,0.882056
F111,L22,0,0.026997
F111,L23,0,0.771729
F111,L24,2,0.790658
F111,L25,0,0.1011
F111,L26,1,0.339065
F111,L27,0,0.66386
F111,L28,2,0.276131
F111,L29,2,0.622195
F111,L30,2,0.605652
F111,L31,2,0.71178
F111,L32,0,0.793569
F111,L33,2,0.902046
F111,L34,1,0.147886
F111,L35,0,0.588501
F111,L36,2,0.854861
F111,L37,2,0.931257
F111,L38,2,0.763749
F111,L39,1,0.753004
F111,L40,1,0.027038
F111,L41,1,0.702985
F111,L42,0,0.633069
F111,L43,0,0.445449
F111,L44,1,0.690867
F111,L45,0,0.343354
F111,L46,2,0.301956
F111,L47,1,0.904574
F111,L48,1,0.443164
F111,L49,0,0.0174
F111,L50,0,0.324671
F111,L51,0,0.653004
F111,L52,1,0.81523
F111,L53,2,0.195887
F111,L54,0,0.828312
F111,L55,0,0.215452
F111,L56,2,0.644468
F111,L57,1,0.49123
F111,L58,1,0.277048
F111,L59,0,0.469947
F111,L60,1,0.708561
F111,L61,0,0.057615
F111,L62,0,0.345694
F111,L63,1,0.894344
F111,L64,0,0.026465
F111,L65,1,0.123421
F111,L66,0,0.662038
F111,L67,2,0.904967
F111,L68,2,0.384997
F111,L69,2,0.064437
F111,L70,0,0.384976
F111,L71,0,0.92127
F111,L72,0,0.17261
F111,L73,1,0.125271
F111,L74,2,0.089772
F111,L75,2,0.594019
F111,L76,1,0.923789
F111,L77,2,0.403607
F111,L78,2,0.217926
F111,L79,1,0.1534
F111,L80,1,0.200901
F111,L81,1,0.58748
F111,L82,0,0.699448
F111,L83,1,0.150686
F111,L84,0,0.58969
F111,L85,0,0.598185
F111,L86,2,0.09889
F111,L87,2,0.04988
F111,L88,0,0.856197
F111,L89,2,0.269328
F111,L90,1,0.399305
F111,L91,1,0.476095
F111,L92,2,0.324955
F111,L93,1,0.373443
F111,L94,1,0.993128
F111,L95,0,0.231196
F111,L96,2,0.580747
F111,L97,0,0.188661
F111,L98,0,0.565703
F111,L99,1,0.965129
F111,L100,2,0.881098
F111,L101,0,0.735564
F111,L102,0,0.852194
F111,L103,1,0.148205
F111,L104,2,0.577684
F111,L105,0,0.274382
F111,L106,1,0.035637
F111,L107,2,0.464602
F111,L108,1,0.187669
F111,L109,0,0.460357
F111,L110,2,0.193044
F111,L111,1,0.164234
F111,L112,2,0.00819
F111,L113,1,0.144868
F111,L114,0,0.345149
F111,L115,0,0.226799
F111,L116,0,0.728181
F111,L117,0,0.475842
F111,L118,1,0.527589
F111,L119,0,0.350799
F111,L120,1,0.932786
F111,L121,0,0.096308
F111,L122,0,0.878068
F111,L123,2,0.958173
F111,L124,0,0.709865
F111,L125,2,0.627448
F111,L126,0,0.073218
F111,L127,2,0.263235
F111,L128,0,0.420652
F111,L129,0,0.624123
F111,L130,2,0.895104
F111,L131,0,0.388254
F111,L132,0,0.67435
F111,L133,2,0.038197
F111,L134,2,0.152322
F111,L135,0,0.897149
F111,L136,0,0.408138
F111,L137,2,0.25874
F111,L138,0,0.312804
F111,L139,0,0.577692
F111,L140,0,0.900412
F111,L141,1,0.718619
F111,L142,0,0.760177
F111,L143,2,0.929915
F111,L144,2,0.388578
F111,L145,1,0.17365
F111,L146,1,0.594992
F111,L147,0,0.447133
F111,L148,1,0.497824
F111,L149,2,0.242298
F111,L150,0,0.945553
F111,L151,1,0.223495
F111,L152,0,0.860269
F111,L153,1,0.919271
F111,L154,0,0.206245
F111,L155,1,0.740005
F111,L156,0,0.482915
F111,L157,1,0.182812
F111,L158,0,0.907222
F111,L159,0,0.405696
F111,L160,1,0.647919
F111,L161,1,0.750337
F111,L162,2,0.757646
F111,L163,2,0.832523
F111,L164,2,0.361811
F111,L165,0,0.606468
F111,L166,1,0.06207
F111,L167,1,0.156533
F111,L168,2,0.745145
F111,L169,2,0.347576
F111,L170,2,0.249419
F111,L171,2,0.473157
F111,L172,1,0.826438
F111,L173,1,0.232629
F111,L174,0,0.78681
F111,L175,2,0.604718
F111,L176,1,0.201522
F111,L177,1,0.286176
F111,L178,2,0.683255
F111,L179,1,0.671509
F111,L180,1,0.091199
F111,L181,2,0.909535
F111,L182,0,0.075327
F111,L183,1,0.986314
F111,L184,1,0.797464
F111,L185,2,0.374063
F111,L186,0,0.779051
F111,L187,2,0.562973
F111,L188,0,0.164858
F111,L189,1,0.808436
F111,L190,0,0.987487
F111,L191,2,0.433476
F111,L192,0,0.813647
F111,L193,2,0.972262
F111,L194,1,0.586408
F111,L195,2,0.150766
F111,L196,1,0.962505
F111,L197,1,0.212461
F111,L198,2,0.492762
F111,L199,0,0.445707
F111,L200,2,0.108947
F111,L201,0,0.617625
F111,L202,2,0.430714
F111,L203,0,0.370859
F111,L204,1,0.616576
F111,L205,1,0.969041
F111,L206,2,0.133339
F111,L207,1,0.249437
F111,L208,2,0.971829
F111,L209,1,0.694959
F111,L210,0,0.876725
F111,L211,2,0.938019
F111,L212,1,0.643774
F111,L213,2,0.585842
F111,L214,2,0.846381
F111,L215,2,0.873758
F111,L216,2,0.804831
F111,L217,0,0.551113
F111,L218,0,0.229548
F111,L219,2,0.912642
F111,L220,2,0.766297
F111,L221,2,0.580036
F111,L222,1,0.293944
F111,L223,2,0.360983
F111,L224,0,0.640309
F111,L225,0,0.307818
F111,L226,0,0.523529
F111,L227,0,0.878224
F111,L228,0,0.171176
F111,L229,2,0.039373
F111,L230,0,0.151557
F111,L231,0,0.090294
F111,L232,1,0.767784
F111,L233,1,0.713103
F111,L234,0,0.974006
F111,L235,0,0.038298
F111,L236,2,0.820604
F111,L237,1,0.420911
F111,L238,0,0.002771
F111,L239,2,0.721006
F111,L240,2,0.379245
F111,L241,1,0.672845
F111,L242,0,0.485033
F111,L243,0,0.429313
F111,L244,0,0.098986
F111,L245,0,0.399373
F111,L246,2,0.777033
F111,L247,1,0.75911
F111,L248,2,0.108473
F111,L249,2,0.624555
F111,L250,2,0.018096
F111,L251,0,0.802426
F111,L252,2,0.599047
F111,L253,1,0.082013
F111,L254,0,0.052015
F111,L255,0,0.216524
F111,L256,1,0.653927
F111,L257,1,0.654705
F111,L258,1,0.43251
F111,L259,2,0.552342
F111,L260,1,0.209699
F111,L261,2,0.130462
F111,L262,1,0.019079
F111,L263,2,0.267089
F111,L264,2,0.331978
F111,L265,1,0.21897
F111,L266,0,0.807597
F111,L267,0,0.365287
F111,L268,0,0.872447
F111,L269,0,0.272463
F111,L270,0,0.48183
F111,L271,1,0.206643
F111,L272,2,0.408211
F111,L273,2,0.50147
F111,L274,2,0.249913
F111,L275,2,0.020899
F111,L276,1,0.420976
F111,L277,0,0.347483
F111,L278,0,0.922786
F111,L279,0,0.396594
F111,L280,1,0.399303
F111,L281,0,0.844624
F111,L282,1,0.775702
F111,L283,0,0.014277
F111,L284,2,0.810168
F111,L285,2,0.410112
F111,L286,2,0.431921
F111,L287,1,0.211215
F111,L288,0,0.226398
F111,L289,0,0.295493
F111,L290,1,0.039419
F111,L291,0,0.364593
F111,L292,1,0.776146
F111,L293,2,0.513769
F111,L294,2,0.143456
F111,L295,0,0.318478
F111,L296,2,0.133176
F111,L297,1,0.147475
F111,L298,1,0.453578
F111,L299,2,0.145659
F111,L300,2,0.548034
F111,L301,2,0.614635
F111,L302,0,0.773476
F111,L303,0,0.902537
F111,L304,0,0.657764
F111,L305,1,0.407999
F111,L306,2,0.613357
F111,L307,2,0.911493
F111,L308,2,0.654988
F111,L309,2,0.57184
F111,L310,0,0.891066
F111,L311,1,0.683059
F111,L312,2,0.667366
F111,L313,0,0.393346
F111,L314,1,0.901283
F111,L315,1,0.296409
F111,L316,1,0.138648
F111,L317,2,0.474856
F111,L318,1,0.689399
F111,L319,2,0.80243
F111,L320,2,0.527976
F111,L321,2,0.141005
F111,L322,0,0.703
F111,L323,1,0.644337
F111,L324,0,0.591507
F111,L325,2,0.502628
F111,L326,0,0.250764
F111,L327,1,0.836393
F111,L328,0,0.888749
F111,L329,2,0.03797
F111,L330,1,0.814543
F111,L331,1,0.566011
F111,L332,0,0.395807
F111,L333,1,0.211402
F111,L334,0,0.620817
F111,L335,2,0.337053
F111,L336,1,0.311599
F111,L337,2,0.99014
F111,L338,0,0.36468
F111,L339,2,0.835382
F111,L340,1,0.335417
F111,L341,1,0.559325
F111,L342,1,0.422372
F111,L343,1,0.439202
F111,L344,2,0.071311
F111,L345,1,0.603493
F111,L346,2,0.912828
F111,L347,0,0.018053
F111,L348,0,0.39474
F111,L349,0,0.105765
F111,L350,1,0.247825
F111,L351,2,0.151776
F111,L352,1,0.889917
F111,L353,0,0.211975
F111,L354,1,0.313695
F111,L355,1,0.674706
F111,L356,1,0.044069
F111,L357,1,0.671948
F111,L358,0,0.671871
F111,L359,2,0.015794
F111,L360,0,0.151345
F111,L361,0,0.170024
F111,L362,1,0.46421
F111,L363,0,0.901467
F111,L364,1,0.639892
F111,L365,2,0.316889
F111,L366,2,0.422441
F111,L367,1,0.83848
F111,L368,0,0.268292
F111,L369,2,0.629448
F111,L370,0,0.166489
F111,L371,0,0.356835
F111,L372,1,0.741515
F111,L373,0,0.76871
F111,L374,0,0.037822
F111,L375,1,0.210316
F111,L376,2,0.343026
F111,L377,2,0.040836
F111,L378,0,0.052473
F111,L379,1,0.781243
F111,L380,1,0.16196
F111,L381,1,0.456352
F111,L382,0,0.221742
F111,L383,1,0.477605
F111,L384,2,0.077273
F111,L385,1,0.858986
F111,L386,2,0.821559
F111,L387,0,0.340523
F111,L388,0,0.431453
F111,L389,0,0.010291
F111,L390,0,0.085701
F111,L391,2,0.777691
F111,L392,0,0.043603
F111,L393,1,0.389803
F111,L394,1,0.94194
F111,L395,1,0.918485
F111,L396,1,0.05592
F111,L397,2,0.543257
F111,L398,0,0.539145
F111,L399,2,0.647305
F111,L400,2,0.931672
F111,L401,2,0.392904
F111,L402,1,0.459562
F111,L403,0,0.74653
F111,L404,2,0.500756
F111,L405,2,0.183116
F111,L406,2,0.253118
F111,L407,2,0.586574
F111,L408,1,0.227426
F111,L409,1,0.949666
F111,L410,0,0.64548
F111,L411,1,0.489631
F111,L412,2,0.221738
F111,L413,1,0.209907
F111,L414,0,0.881799
F111,L415,1,0.80205
F111,L416,2,0.971842
F111,L417,0,0.220694
F111,L418,0,0.893099
F111,L419,0,0.108252
F111,L420,1,0.300304
F111,L421,1,0.747712
F111,L422,2,0.578886
F111,L423,2,0.161685
F111,L424,2,0.778014
F111,L425,0,0.049736
F111,L426,1,0.551176
F111,L427,0,0.48469
F111,L428,2,0.31951
F111,L429,1,0.279376
F111,L430,1,0.292074
F111,L431,2,0.173014
F111,L432,0,0.16135
F111,L433,0,0.922777
F111,L434,1,0.24663
F111,L435,2,0.940027
F111,L436,2,0.039853
F111,L437,2,0.288257
F111,L438,0,0.858907
F111,L439,2,0.542841
F111,L440,0,0.457399
F111,L441,1,0.561602
F111,L442,1,0.713117
F111,L443,0,0.37434
F111,L444,1,0.200726
F111,L445,1,0.086055
F111,L446,2,0.561088
F111,L447,2,0.592598
F111,L448,2,0.165284
F111,L449,2,0.420329
F111,L450,1,0.197005
F111,L451,0,0.837982
F111,L452,2,0.383636
F111,L453,0,0.359401
F111,L454,1,0.521845
F111,L455,0,0.488054
F111,L456,0,0.46195
F111,L457,0,0.561467
F111,L458,2,0.161776
F111,L459,2,0.885732
F111,L460,1,0.327402
F111,L461,2,0.160275
F111,L462,0,0.152268
F111,L463,2,0.895432
F111,L464,0,0.883409
F111,L465,2,0.814766
F111,L466,2,0.255065
F111,L467,1,0.078257
F111,L468,1,0.383436
F111,L469,2,0.976461
F111,L470,2,0.767556
F111,L471,1,0.29802
F111,L472,0,0.763907
F111,L473,0,0.767681
F111,L474,0,0.339454
F111,L475,1,0.476837
F111,L476,1,0.940765
F111,L477,1,0.1481
F111,L478,0,0.502894
F111,L479,2,0.798193
F111,L480,2,0.962381
F111,L481,0,4.80E-04
F111,L482,1,0.818793
F111,L483,0,0.927436
F111,L484,1,0.635839
F111,L485,1,0.245085
F111,L486,2,0.761247
F111,L487,1,0.789356
F111,L488,2,0.68784
F111,L489,1,0.062082
F111,L490,1,0.516256
F111,L491,1,0.349188
F111,L492,1,0.991253
F111,L493,0,0.087376
F111,L494,1,0.621609
F111,L495,1,0.410592
F111,L496,0,0.861249
F111,L497,0,0.984428
F111,L498,1,0.978477
F111,L499,0,0.130056
F111,L500,2,0.800383
F111,L501,1,0.87647
F111,L502,0,0.926323
F111,L503,2,0.193923
F111,L504,0,0.421244
F111,L505,1,0.653727
F111,L506,0,0.292057
F111,L507,2,0.088851
F111,L508,2,0.091503
F111,L509,1,0.411147
F111,L510,0,0.149849
F111,L511,2,0.779868
F111,L512,0,0.29446
F111,L513,2,0.096158
F111,L514,0,0.304356
F111,L515,1,0.288013
F111,L516,0,0.865337
F111,L517,1,0.584233
F111,L518,2,0.628901
F111,L519,0,0.011576
F111,L520,2,0.408507
F111,L521,1,0.693619
F111,L522,2,0.539944
F111,L523,1,0.275485
F111,L524,1,0.004085
F111,L525,1,0.299509
F111,L526,2,0.30518
F111,L527,1,0.121131
F111,L528,1,0.126582
F111,L529,0,0.521879
F111,L530,2,0.097216
F111,L531,0,0.096723
F111,L532,1,0.797807
F111,L533,2,0.609032
F111,L534,0,0.79695
F111,L535,2,0.093687
F111,L536,2,0.827447
F111,L537,0,0.399004
F111,L538,1,0.396591
F111,L539,0,0.649311
F111,L540,0,0.425673
F111,L541,0,0.251012
F111,L542,0,0.374492
F111,L543,2,0.635909
F111,L544,2,0.04297
F111,L545,0,0.846147
F111,L546,0,0.832413
F111,L547,2,0.652871
F111,L548,2,0.464907
F111,L549,2,0.867023
F111,L550,2,0.267038
F111,L551,2,0.484795
F111,L552,2,0.597659
F111,L553,2,0.99586
F111,L554,2,0.155035
F111,L555,1,0.67586
F111,L556,2,0.079389
F111,L557,2,0.994705
F111,L558,0,0.675031
F111,L559,1,0.071224
F111,L560,0,0.570591
F111,L561,1,0.534787
F111,L562,0,0.777777
F111,L563,2,0.298608
F111,L564,1,0.962702
F111,L565,0,0.468259
F111,L566,0,0.901644
F111,L567,0,0.799703
F111,L568,2,0.619871
F111,L569,2,0.038144
F111,L570,0,0.165333
F111,L571,2,0.59832
F111,L572,0,0.377028
F111,L573,2,0.113902
F111,L574,1,0.151236
F111,L575,0,0.421556
F111,L576,1,0.273221
F111,L577,2,0.542626
F111,L578,2,0.015879
F111,L579,0,0.717023
F111,L580,1,0.739647
F111,L581,0,0.601103
F111,L582,1,0.770006
F111,L583,1,0.163395
F111,L584,1,0.195541
F111,L585,1,0.912407
F111,L586,1,0.098552
F111,L587,2,0.317346
F111,L588,1,0.162888
F111,L589,2,0.002778
F111,L590,0,0.025344
F111,L591,2,0.42604
F111,L592,2,0.195244
F111,L593,2,0.479636
F111,L594,1,0.35112
F111,L595,0,0.243738
F111,L596,0,0.15124
F111,L597,1,0.028779
F111,L598,2,0.935479
F111,L599,2,0.991091
F111,L600,1,0.82591
F111,L601,0,0.586366
F111,L602,1,0.179582
F111,L603,0,0.688159
F111,L604,1,0.300927
F111,L605,1,0.026885
F111,L606,2,0.16974
F111,L607,2,0.763222
F111,L608,1,0.878266
F111,L609,0,0.019083
F111,L610,0,0.832123
F111,L611,0,0.609482
F111,L612,1,0.332606
F111,L613,1,0.694127
F111,L614,2,0.642366
F111,L615,0,0.135797
F111,L616,0,0.839731
F111,L617,0,0.91003
F111,L618,2,0.244216
F111,L619,1,0.074794
F111,L620,1,0.116953
F111,L621,0,0.008677
F111,L622,1,0.119012
F111,L623,2,0.095742
F111,L624,2,0.524757
F111,L625,2,0.481275
F111,L626,2,0.869882
F111,L627,0,0.578467
F111,L628,1,0.525733
F111,L629,0,0.178666
F111,L630,1,0.945195
F111,L631,1,0.180698
F111,L632,1,0.548884
F111,L633,2,0.027967
F111,L634,0,0.725987
F111,L635,2,0.251325
F111,L636,2,0.957585
F111,L637,1,0.409142
F111,L638,2,0.889688
F111,L639,2,0.367261
F111,L640,1,0.132954
F111,L641,1,0.776501
F111,L642,0,0.182148
F111,L643,2,0.197427
F111,L644,2,0.248074
F111,L645,0,0.012073
F111,L646,2,0.073404
F111,L647,1,0.903721
F111,L648,2,0.881111
F111,L649,0,0.711309
F111,L650,2,0.928221
F111,L651,1,0.989925
F111,L652,1,0.37768
F111,L653,1,0.826632
F111,L654,0,0.025619
F111,L655,0,0.004006
F111,L656,2,0.677225
F111,L657,1,0.140752
F111,L658,0,0.044513
F111,L659,0,0.620159
F111,L660,1,0.939243
F111,L661,2,0.078144
F111,L662,0,0.074411
F111,L663,0,0.191632
F111,L664,2,0.689076
F111,L665,0,0.668098
F111,L666,0,0.186772
F111,L667,2,0.925596
F111,L668,1,0.717973
F111,L669,1,0.683991
F111,L670,0,0.536976
F111,L671,2,0.923249
F111,L672,0,0.658133
F111,L673,1,0.347832
F111,L674,2,0.578669
F111,L675,1,0.722403
F111,L676,0,0.972514
F111,L677,2,0.613349
F111,L678,2,0.528036
F111,L679,2,0.93099
F111,L680,1,0.184977
F111,L681,1,0.140546
F111,L682,0,0.778916
F111,L683,0,0.537413
F111,L684,1,0.084617
F111,L685,1,0.225066
F111,L686,0,0.650833
F111,L687,1,0.50108
F111,L688,0,0.596399
F111,L689,2,0.331425
F111,L690,0,0.058302
F111,L691,0,0.97191
F111,L692,0,0.16785
F111,L693,0,0.544081
F111,L694,1,0.375236
F111,L695,1,0.653323
F111,L696,2,0.199926
F111,L697,1,0.347826
F111,L698,0,0.683869
F111,L699,0,0.336131
F111,L700,2,0.992375
F111,L701,2,0.191703
F111,L702,1,0.541302
F111,L703,2,0.901813
F111,L704,1,0.295004
F111,L705,1,0.400749
F111,L706,2,0.463098
F111,L707,0,0.268551
F111,L708,1,0.193168
F111,L709,1,0.158668
F111,L710,2,0.154132
F111,L711,2,0.961854
F111,L712,2,0.217313
F111,L713,1,0.582967
F111,L714,0,0.550393
F111,L715,0,0.597995
F111,L716,1,0.183152
F111,L717,2,0.802308
F111,L718,0,0.457194
F111,L719,1,0.421367
F111,L720,0,0.943625
F111,L721,1,0.483354
F111,L722,1,0.76132
F111,L723,0,0.719287
F111,L724,2,0.490581
F111,L725,0,0.360265
F111,L726,1,0.186291
F111,L727,2,0.017121
F111,L728,0,0.379383
F111,L729,1,0.022466
F111,L730,1,0.476965
F111,L731,2,0.234598
F111,L732,2,0.381607
F111,L733,1,0.903092
F111,L734,1,0.915163
F111,L735,2,0.746975
F111,L736,0,0.389643
F111,L737,0,0.078681
F111,L738,2,0.651437
F111,L739,2,0.562872
F111,L740,1,0.614306
F111,L741,2,0.996712
F111,L742,0,0.506234
F111,L743,1,0.608854
F111,L744,2,0.916224
F111,L745,0,0.557196
F111,L746,2,0.459978
F111,L747,1,0.638624
F111,L748,1,0.999555
F111,L749,0,0.413065
F111,L750,2,0.876319
F111,L751,1,0.285545
F111,L752,2,0.149935
F111,L753,0,0.855975
F111,L754,2,0.743263
F111,L755,2,0.70911
F111,L756,2,0.116988
F111,L757,1,0.013449
F111,L758,1,0.577137
F111,L759,2,0.591419
F111,L760,2,0.696415
F111,L761,0,0.203208
F111,L762,0,0.61544
F111,L763,0,0.595336
F111,L764,0,0.050881
F111,L765,1,0.433892
F111,L766,1,0.074262
F111,L767,2,0.963043
F111,L768,2,0.987665
F111,L769,2,0.080127
F111,L770,0,0.409078
F111,L771,1,0.607523
F111,L772,1,0.371135
F111,L773,2,0.42558
F111,L774,2,0.085694
F111,L775,1,0.71021
F111,L776,0,0.848518
F111,L777,2,0.901023
F111,L778,0,0.529635
F111,L779,0,0.599637
F111,L780,0,0.788678
F111,L781,2,0.645696
F111,L782,0,0.912512
F111,L783,1,0.147217
F111,L784,1,0.1283
F111,L785,1,0.299061
F111,L786,0,0.785205
F111,L787,2,0.410264
F111,L788,1,0.962391
F111,L789,1,0.355193
F111,L790,2,0.359111
F111,L791,2,0.096307
F111,L792,2,0.652668
F111,L793,2,0.76201
F111,L794,1,0.344228
F111,L795,1,0.168549
F111,L796,1,0.826339
F111,L797,1,0.859907
F111,L798,2,0.599315
F111,L799,0,0.596022
F111,L800,0,0.43906
F111,L801,0,0.97625
F111,L802,0,0.654504
F111,L803,0,0.644135
F111,L804,1,0.541371
F111,L805,0,0.630011
F111,L806,2,0.197204
F111,L807,2,0.956748
F111,L808,0,0.151448
F111,L809,0,0.070437
F111,L810,0,0.43127
F111,L811,1,0.988969
F111,L812,0,0.75431
F111,L813,1,0.850249
F111,L814,1,0.43777
F111,L815,2,0.584088
F111,L816,1,0.146036
F111,L817,1,0.001952
F111,L818,2,0.190257
F111,L819,1,0.856532
F111,L820,0,0.270767
F111,L821,1,0.689479
F111,L822,0,0.162561
F111,L823,2,0.237768
F111,L824,2,0.179292
F111,L825,0,0.599788
F111,L826,2,0.763575
F111,L827,1,0.990524
F111,L828,0,0.514232
F111,L829,1,0.832952
F111,L830,1,0.439269
F111,L831,1,0.609562
F111,L832,0,0.913172
F111,L833,2,0.266761
F111,L834,0,0.791907
F111,L835,1,0.950178
F111,L836,2,0.254453
F111,L837,0,0.794387
F111,L838,0,0.621744
F111,L839,2,0.288347
F111,L840,1,0.759615
F111,L841,2,0.051956
F111,L842,1,0.335944
F111,L843,1,0.683388
F111,L844,1,0.042188
F111,L845,0,0.217295
F111,L846,0,0.678207
F111,L847,2,0.333683
F111,L848,2,0.357362
F111,L849,2,0.731077
F111,L850,0,0.493129
F111,L851,0,0.171476
F111,L852,0,0.585302
F111,L853,0,0.786104
F111,L854,2,0.080497
F111,L855,1,0.801392
F111,L856,1,0.068911
F111,L857,2,0.677876
F111,L858,0,0.242699
F111,L859,0,0.350891
F111,L860,1,0.942763
F111,L861,1,0.497566
F111,L862,1,0.055928
F111,L863,2,0.655431
F111,L864,0,0.32384
F111,L865,1,0.674072
F111,L866,1,0.672695
F111,L867,1,0.96734
F111,L868,0,0.898431
F111,L869,0,0.891529
F111,L870,0,0.605929
F111,L871,2,0.559931
F111,L872,0,0.417014
F111,L873,2,0.388228
F111,L874,1,0.266993
F111,L875,2,0.936769
F111,L876,0,0.205664
F111,L877,1,0.407533
F111,L878,0,0.391883
F111,L879,2,0.073583
F111,L880,1,0.496124
F111,L881,0,0.055756
F111,L882,0,0.048602
F111,L883,1,0.175331
F111,L884,1,0.566602
F111,L885,1,0.319861
F111,L886,2,0.378641
F111,L887,1,0.765627
F111,L888,1,0.942761
F111,L889,2,0.912769
F111,L890,0,0.087372
F111,L891,0,0.716906
F111,L892,1,0.226579
F111,L893,0,0.708518
F111,L894,0,0.009973
F111,L895,0,0.73853
F111,L896,0,0.164696
F111,L897,1,0.175738
F111,L898,2,0.185928
F111,L899,0,0.261953
F111,L900,2,0.924492
F111,L901,2,0.647258
F111,L902,1,0.667765
F111,L903,2,0.976983
F111,L904,1,0.974255
F111,L905,1,0.816917
F111,L906,2,0.457052
F111,L907,2,0.095393
F111,L908,1,0.644031
F111,L909,2,0.232178
F111,L910,1,0.238029
F111,L911,2,0.846202
F111,L912,1,0.228665
F111,L913,2,0.062273
F111,L914,0,0.998904
F111,L915,0,0.573947
F111,L916,0,0.158549
F111,L917,2,0.235501
F111,L918,1,0.771886
F111,L919,2,0.934563
F111,L920,2,0.252975
F111,L921,0,0.434154
F111,L922,1,0.961388
F111,L923,0,0.11477
F111,L924,0,0.753924
F111,L925,0,0.049077
F111,L926,1,0.48841
F111,L927,2,0.276427
F111,L928,2,0.754616
F111,L929,2,0.275181
F111,L930,0,0.977637
F111,L931,0,0.817437
F111,L932,0,0.749157
F111,L933,1,0.180749
F111,L934,2,0.718811
F111,L935,2,0.800589
F111,L936,2,0.47092
F111,L937,0,0.02287
F111,L938,0,0.208987
F111,L939,1,0.520279
F111,L940,0,0.513503
F111,L941,1,0.884136
F111,L942,0,0.837691
F111,L943,1,0.628093
F111,L944,0,0.666861
F111,L945,2,0.056248
F111,L946,0,0.119992
F111,L947,1,0.229751
F111,L948,0,0.601826
F111,L949,1,0.538472
F111,L950,1,0.767161
F111,L951,0,0.590242
F111,L952,2,0.820031
F111,L953,2,0.706214
